ID,名称,装备位,说明,大图标,小图标,绑定,允许出售,价格id,状态ID,基础属性ID,升级属性分配比例ID,星级,觉醒后装备ID,觉醒消耗ID,武器ID,战斗力初值,战斗力倍数,战斗力系数,觉醒描述
23035,新月护手(阿尔忒弥斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24030,嗜欲者护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,0,24031,jx_6_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24031,帕提亚护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,1,24032,jx_6_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24032,帕提亚护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,2,24033,jx_6_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24033,帕提亚护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,3,24034,jx_6_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24034,帕提亚护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,4,24035,jx_6_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24035,帕提亚护腰(阿尔忒弥斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25030,巡游者护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,0,25031,jx_7_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25031,俾路支护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,1,25032,jx_7_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25032,俾路支护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,2,25033,jx_7_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25033,俾路支护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,3,25034,jx_7_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25034,俾路支护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,4,25035,jx_7_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25035,俾路支护靴(阿尔忒弥斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26030,列王护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,0,26031,jx_8_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26031,先知护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,1,26032,jx_8_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26032,先知护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,2,26033,jx_8_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26033,先知护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,3,26034,jx_8_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26034,先知护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,4,26035,jx_8_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26035,先知护身符(阿尔忒弥斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27030,帝权之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,0,27031,jx_9_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27031,善神之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,1,27032,jx_9_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27032,善神之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,2,27033,jx_9_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27033,善神之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,3,27034,jx_9_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27034,善神之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,4,27035,jx_9_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27035,善神之戒(阿尔忒弥斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21040,埃兰战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,0,21041,jx_10_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21041,亚述狂战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,1,21042,jx_10_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21042,亚述狂战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,2,21043,jx_10_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21043,亚述狂战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,3,21044,jx_10_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21044,亚述狂战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,4,21045,jx_10_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21045,亚述狂战斧(哈迪斯),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22040,暴狂者护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,0,22041,jx_4_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22041,吐火罗护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,1,22042,jx_4_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22042,吐火罗护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,2,22043,jx_4_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22043,吐火罗护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,3,22044,jx_4_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22044,吐火罗护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,4,22045,jx_4_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22045,吐火罗护肩(哈迪斯),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23040,支配护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,0,23041,jx_5_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23041,新月护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,1,23042,jx_5_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23042,新月护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,2,23043,jx_5_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23043,新月护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,3,23044,jx_5_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23044,新月护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,4,23045,jx_5_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23045,新月护手(哈迪斯),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24040,嗜欲者护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,0,24041,jx_6_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24041,帕提亚护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,1,24042,jx_6_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24042,帕提亚护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,2,24043,jx_6_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24043,帕提亚护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,3,24044,jx_6_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24044,帕提亚护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,4,24045,jx_6_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24045,帕提亚护腰(哈迪斯),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25040,巡游者护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,0,25041,jx_7_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25041,俾路支护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,1,25042,jx_7_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25042,俾路支护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,2,25043,jx_7_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25043,俾路支护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,3,25044,jx_7_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25044,俾路支护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,4,25045,jx_7_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25045,俾路支护靴(哈迪斯),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26040,列王护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,0,26041,jx_8_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26041,先知护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,1,26042,jx_8_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26042,先知护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,2,26043,jx_8_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26043,先知护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,3,26044,jx_8_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26044,先知护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,4,26045,jx_8_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26045,先知护身符(哈迪斯),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27040,帝权之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,0,27041,jx_9_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27041,善神之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,1,27042,jx_9_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27042,善神之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,2,27043,jx_9_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27043,善神之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,3,27044,jx_9_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27044,善神之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,4,27045,jx_9_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27045,善神之戒(哈迪斯),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21050,埃兰战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,0,21051,jx_10_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21051,亚述狂战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,1,21052,jx_10_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21052,亚述狂战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,2,21053,jx_10_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21053,亚述狂战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,3,21054,jx_10_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21054,亚述狂战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,4,21055,jx_10_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
21055,亚述狂战斧(赫拉),6,,,ui_equip_icon_06,是,0,,,v_zb_21000,d_zb_21000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22050,暴狂者护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,0,22051,jx_4_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22051,吐火罗护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,1,22052,jx_4_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22052,吐火罗护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,2,22053,jx_4_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22053,吐火罗护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,3,22054,jx_4_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22054,吐火罗护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,4,22055,jx_4_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
22055,吐火罗护肩(赫拉),0,,,ui_equip_icon_05,是,0,,,v_zb_22000,d_zb_22000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23050,支配护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,0,23051,jx_5_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23051,新月护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,1,23052,jx_5_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23052,新月护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,2,23053,jx_5_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23053,新月护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,3,23054,jx_5_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23054,新月护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,4,23055,jx_5_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
23055,新月护手(赫拉),1,,,ui_equip_icon_01,是,0,,,v_zb_23000,d_zb_23000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24050,嗜欲者护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,0,24051,jx_6_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24051,帕提亚护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,1,24052,jx_6_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24052,帕提亚护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,2,24053,jx_6_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24053,帕提亚护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,3,24054,jx_6_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24054,帕提亚护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,4,24055,jx_6_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
24055,帕提亚护腰(赫拉),2,,,ui_equip_icon_08,是,0,,,v_zb_24000,d_zb_24000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25050,巡游者护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,0,25051,jx_7_1,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25051,俾路支护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,1,25052,jx_7_2,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25052,俾路支护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,2,25053,jx_7_3,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25053,俾路支护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,3,25054,jx_7_4,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25054,俾路支护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,4,25055,jx_7_5,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
25055,俾路支护靴(赫拉),3,,,ui_equip_icon_09,是,0,,,v_zb_25000,d_zb_25000,5,,,,3.11,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26050,列王护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,0,26051,jx_8_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26051,先知护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,1,26052,jx_8_2,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26052,先知护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,2,26053,jx_8_3,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26053,先知护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,3,26054,jx_8_4,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26054,先知护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,4,26055,jx_8_5,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
26055,先知护身符(赫拉),4,,,ui_equip_icon_10,是,0,,,v_zb_26000,d_zb_26000,5,,,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
27050,帝权之戒(赫拉),5,,,ui_equip_icon_04,是,0,,,v_zb_27000,d_zb_27000,0,27051,jx_9_1,,6.22,1,0,觉醒可大幅提升装备属性的<color=#37c21b>成长值</color>，提高装备升级属性<color=#37c21b>增长幅度</color>。
